task_id,task_type,group_id,rep,a_hotel_id,a_name,a_stars,a_neighborhood,a_review_score,a_review_count,a_room_type,a_cancellation_free,a_breakfast_included,a_amenities,a_price,b_hotel_id,b_name,b_stars,b_neighborhood,b_review_score,b_review_count,b_room_type,b_cancellation_free,b_breakfast_included,b_amenities,b_price,c_hotel_id,c_name,c_stars,c_neighborhood,c_review_score,c_review_count,c_room_type,c_cancellation_free,c_breakfast_included,c_amenities,c_price,d_hotel_id,d_name,d_stars,d_neighborhood,d_review_score,d_review_count,d_room_type,d_cancellation_free,d_breakfast_included,d_amenities,d_price,e_hotel_id,e_name,e_stars,e_neighborhood,e_review_score,e_review_count,e_room_type,e_cancellation_free,e_breakfast_included,e_amenities,e_price
38,fiveopt,38,1,74,Hampton Inn Manhattan-SoHo,3,SoHo,8.2,1401,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,223,85,Holiday Inn New York City - Wall Street,3,Financial District,7.7,1802,King Room (1 king bed),1,0,Free WiFi; Fitness center,171,114,Sheraton Brooklyn New York Hotel,4,Downtown Brooklyn,8.0,1389,King Room (1 king bed),0,0,Free WiFi; Restaurant; Fitness center; Pool,191,159,Smyth Tribeca,4,TriBeCa,8.3,765,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant,448,167,Paper Factory Hotel,3,"Long Island City, Queens",8.4,632,Queen Room (1 queen bed),1,1,Free WiFi; Bar; Restaurant,113
39,fiveopt,39,1,55,Ink 48 Hotel,5,Hell's Kitchen,8.0,2470,King Room (1 king bed),1,1,Free WiFi; Rooftop bar; Fitness center; City views,379,75,Hilton Garden Inn New York/Midtown Park Avenue,3,Midtown East,8.2,2323,Double Room (2 double beds),0,0,Free WiFi; Restaurant; Fitness center; Business center,194,118,Hyatt Centric Wall Street New York,4,Financial District,8.3,1305,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,282,137,The Marlton Hotel,4,Greenwich Village,8.4,986,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar,308,148,"The Carlyle, A Rosewood Hotel",5,Upper East Side,9.0,558,Superior King (1 king bed),0,0,Free WiFi; Spa; Restaurant; Live jazz; Fitness center,1282
40,fiveopt,40,1,4,Radio Hotel,2,Washington Heights,8.0,1105,Standard King (1 king bed),0,0,Free WiFi; Restaurant; Bar,134,34,Public Hotel,4,Lower East Side,8.0,2086,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center; Bar,329,78,Hilton Garden Inn New York/Times Square,3,Times Square,8.1,2292,King Room (1 king bed),0,0,Free WiFi; Restaurant; Fitness center; Business center,283,80,DoubleTree by Hilton New York Times Square South,4,Times Square,7.9,2700,Double Room (2 double beds),1,1,Free WiFi; Restaurant; Fitness center,326,113,Sheraton Tribeca New York Hotel,4,TriBeCa,7.9,1653,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,271
41,fiveopt,41,1,15,Millennium Broadway Times Square,3,Times Square,7.3,3727,Standard Queen (1 queen bed),1,0,Free WiFi; Fitness center; Restaurant,165,26,Hyatt House New York/Chelsea,3,Chelsea,8.5,1719,King Studio (1 king bed),0,1,Free WiFi; Kitchen; Fitness center; Breakfast,260,113,Sheraton Tribeca New York Hotel,4,TriBeCa,8.0,1649,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant; Bar,263,165,Hotel Le Bleu,3,"Park Slope, Brooklyn",7.9,477,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant,160,171,New York Marriott Marquis,4,Times Square,7.7,8153,King Room (1 king bed),0,1,Free WiFi; Restaurant; Bar; Fitness center; Theater,467
42,fiveopt,42,1,7,voco Times Square South,3,Hell's Kitchen,7.8,1472,Standard Queen (1 queen bed),0,0,Free WiFi; Restaurant; Fitness center,103,11,Moxy NYC Lower East Side,3,Lower East Side,8.4,1101,King Room (1 king bed),0,1,Free WiFi; Rooftop bar; Restaurant,154,24,Holiday Inn Manhattan-Chelsea,3,Chelsea,7.9,2109,Standard Double (2 double beds),1,0,Free WiFi; Fitness center,248,45,Hotel Scherman,4,Midtown,8.3,672,Premium King (1 king bed),0,1,Free WiFi; Continental breakfast; City views,274,152,Arlo Midtown,3,Times Square,7.8,1936,Queen Room (1 queen bed),1,0,Free WiFi; Rooftop bar; Restaurant,143
43,fiveopt,43,1,60,Crosby Street Hotel,5,SoHo,9.4,1197,Deluxe King (1 king bed),1,1,Free WiFi; Restaurant; Private theater; Gym; Terrace,1288,61,The Whitby Hotel,5,Upper Midtown,9.2,952,Deluxe King (1 king bed),0,0,Free WiFi; Restaurant; Screening room; Gym,846,90,InterContinental New York Times Square,5,Times Square,8.3,2889,Premium King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,553,161,Wythe Hotel,4,"Williamsburg, Brooklyn",8.8,1098,King Room (1 king bed),1,1,Free WiFi; Restaurant; Rooftop bar,318,163,The Williamsburg Hotel,4,"Williamsburg, Brooklyn",8.3,892,Queen Room (1 queen bed),0,1,Free WiFi; Pool; Restaurant; Bar,331
44,fiveopt,44,1,26,Hyatt House New York/Chelsea,3,Chelsea,8.5,1686,King Studio (1 king bed),1,0,Free WiFi; Kitchen; Fitness center; Breakfast,298,94,EVEN Hotel New York - Times Square South,3,Midtown,8.4,1488,King Room (1 king bed),0,0,Free WiFi; Fitness center; In-room training zone,266,119,Hyatt Place New York Midtown South,3,Midtown,7.9,1558,Double Room (2 double beds),0,1,Free WiFi; Breakfast; Fitness center,208,144,1 Hotel Central Park,5,Midtown,8.9,1243,King Room (1 king bed),0,0,Free WiFi; Restaurant; Spa; Fitness center,726,156,The Hoxton Williamsburg,4,"Williamsburg, Brooklyn",8.6,1100,King Room (1 king bed),1,0,Free WiFi; Restaurant; Rooftop bar,235
45,fiveopt,45,1,23,Hilton Garden Inn New York/West 35th Street,3,Midtown,8.0,2838,King Room (1 king bed),1,1,Free WiFi; Restaurant; Fitness center; Business center,205,57,Sofitel New York,5,Midtown,8.6,2578,Superior King (1 king bed),1,0,Free WiFi; Restaurant; Spa; Fitness center,370,83,Holiday Inn New York City - Times Square,3,Times Square,7.7,3907,Double Room (2 double beds),1,0,Free WiFi; Fitness center,167,105,Residence Inn New York Downtown Manhattan,3,Financial District,8.0,995,Studio Suite (1 king bed),0,0,Free WiFi; Breakfast included; Kitchen; Fitness center,284,116,Hyatt Centric Midtown 5th Avenue New York,4,Midtown,8.3,1829,Queen Room (1 queen bed),0,1,Free WiFi; Fitness center; Restaurant; Bar,355
46,fiveopt,46,1,26,Hyatt House New York/Chelsea,3,Chelsea,8.2,1720,King Studio (1 king bed),0,0,Free WiFi; Kitchen; Fitness center; Breakfast,252,107,AC Hotel New York Downtown,4,Financial District,8.1,1087,King Room (1 king bed),0,1,Free WiFi; Fitness center; Restaurant; Bar,318,157,Hotel Hugo,4,SoHo,7.9,1111,Queen Room (1 queen bed),0,1,Free WiFi; Rooftop bar; Restaurant,325,169,Henry Norman Hotel,4,"Greenpoint, Brooklyn",8.3,464,Loft Suite (1 king bed),1,0,Free WiFi; Garden,144,176,Conrad New York Downtown,5,Financial District,8.5,1859,Deluxe Suite (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,531
47,fiveopt,47,1,9,MOXY NYC Times Square,3,Times Square,8.1,4590,Queen Room (1 queen bed),0,0,Free WiFi; Fitness center; Bar,187,44,CIVILIAN Hotel,4,Midtown West,8.7,1272,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant; Bar,199,89,Crowne Plaza Times Square Manhattan,4,Times Square,7.3,4350,King Room (1 king bed),0,1,Free WiFi; Fitness center; Restaurant; Bar,186,112,Sheraton New York Times Square Hotel,4,Times Square,7.5,5702,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant; Bar,361,126,Ramada by Wyndham New York/Eastside,2,Midtown East,7.0,1766,Queen Room (1 queen bed),0,0,Free WiFi,120
48,fiveopt,48,1,14,Margaritaville Resort Times Square,3,Midtown West,7.7,2183,Standard King (1 king bed),0,0,Free WiFi; Pool; Bar; Restaurant,101,40,Hard Rock Hotel New York,4,Midtown,8.4,1869,Double Room (2 double beds),0,0,Free WiFi; Restaurant; Fitness center; Bar,323,122,Park Hyatt New York,5,Midtown,8.9,874,Park Deluxe King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,696,123,Thompson Central Park New York,4,Midtown West,7.9,2313,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,350,179,"The Ritz-Carlton New York, NoMad",5,NoMad,8.9,391,Premier King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,1029
49,fiveopt,49,1,43,Arlo NoMad,4,NoMad,8.0,2523,King Room (1 king bed),0,0,Free WiFi; Rooftop bar; Restaurant,185,56,The Knickerbocker,5,Times Square,8.7,1765,Premium King (1 king bed),0,0,Free WiFi; Restaurant; Rooftop bar; Fitness center,348,62,Four Seasons Hotel New York Downtown,5,TriBeCa,8.9,549,Deluxe King (1 king bed),0,1,Free WiFi; Spa; Pool; Restaurant; Fitness center,876,129,Best Western Plus Hospitality House Suites,3,Midtown East,7.6,1394,One-Bedroom Suite (1 king bed),1,0,Free WiFi; Kitchen; Fitness center,135,139,The Standard High Line,4,Meatpacking District,8.5,1936,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar; Beer garden,491
50,fiveopt,50,1,53,The Ned NoMad,4,NoMad,8.3,863,Medium Room (1 king bed),0,0,Free WiFi; Restaurant; Rooftop pool; Members club,397,103,Residence Inn New York Manhattan/Times Square,3,Times Square,8.0,1860,Studio Suite (1 king bed),1,1,Free WiFi; Breakfast included; Kitchen; Fitness center,347,113,Sheraton Tribeca New York Hotel,4,TriBeCa,7.9,1486,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,305,114,Sheraton Brooklyn New York Hotel,4,Downtown Brooklyn,7.7,1499,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center; Pool,259,143,1 Hotel Brooklyn Bridge,4,Brooklyn Heights,8.5,1822,Queen Room (1 queen bed),0,0,Free WiFi; Rooftop pool; Restaurant; Spa,313
51,fiveopt,51,1,7,voco Times Square South,3,Hell's Kitchen,8.0,1497,Standard King (1 king bed),1,0,Free WiFi; Restaurant; Fitness center,130,11,Moxy NYC Lower East Side,3,Lower East Side,8.4,1303,Queen Room (1 queen bed),1,0,Free WiFi; Rooftop bar; Restaurant,136,69,Hampton Inn Manhattan/Times Square South,3,Times Square,8.4,3019,Double Room (2 double beds),0,0,Free WiFi; Breakfast included; Fitness center,171,70,Hampton Inn Manhattan Grand Central,3,Midtown East,8.4,2846,Double Room (2 double beds),1,1,Free WiFi; Breakfast included; Fitness center,245,91,InterContinental New York Barclay,5,Midtown East,8.6,1455,Deluxe King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,440
52,fiveopt,52,1,66,The Plaza,5,Midtown,8.7,3654,Deluxe King (1 king bed),0,0,Free WiFi; Spa; Restaurant; Fitness center; Palm Court,1482,67,Equinox Hotel New York,5,Hudson Yards,8.5,895,King Room (1 king bed),1,0,Free WiFi; Rooftop pool; Spa; Fitness center; Restaurant,1145,163,The Williamsburg Hotel,4,"Williamsburg, Brooklyn",8.4,850,Queen Room (1 queen bed),0,0,Free WiFi; Pool; Restaurant; Bar,347,165,Hotel Le Bleu,3,"Park Slope, Brooklyn",8.1,514,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant,183,172,New York Marriott Downtown,4,Financial District,8.0,3301,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant,268
53,fiveopt,53,1,13,Aloft New York Chelsea,3,Chelsea,8.4,1671,Savvy King Room (1 king bed),0,0,Free WiFi; Fitness center; Bar,204,19,Romer Hell's Kitchen,3,Hell's Kitchen,8.1,659,Studio King (1 king bed),1,0,Free WiFi; Fitness center,221,85,Holiday Inn New York City - Wall Street,3,Financial District,7.7,1965,King Room (1 king bed),1,0,Free WiFi; Fitness center,139,111,The Westin New York at Times Square,4,Times Square,8.1,3932,Double Room (2 double beds),1,0,Free WiFi; Restaurant; Fitness center; Bar,391,116,Hyatt Centric Midtown 5th Avenue New York,4,Midtown,8.3,1891,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,367
54,fiveopt,54,1,27,citizenM New York Bowery,4,Lower East Side,8.8,2795,citizenM King Room (1 king bed),1,0,Free WiFi; Rain shower; Rooftop bar; Smart TV,158,31,New Yorker by Lotte Hotels,4,Midtown,8.8,13923,Superior King (1 king bed),0,1,Free WiFi; Fitness center; Restaurant; Bar,304,67,Equinox Hotel New York,5,Hudson Yards,8.7,877,King Room (1 king bed),1,0,Free WiFi; Rooftop pool; Spa; Fitness center; Restaurant,1015,94,EVEN Hotel New York - Times Square South,3,Midtown,8.7,1399,King Room (1 king bed),1,0,Free WiFi; Fitness center; In-room training zone,240,138,The Standard East Village,4,East Village,8.4,1234,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant; Bar,247
55,fiveopt,55,1,30,Courtyard by Marriott Manhattan/Central Park,4,Midtown,8.2,2623,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant,324,86,Holiday Inn Express Manhattan Midtown West,3,Midtown West,8.0,2097,Double Room (2 double beds),1,1,Free WiFi; Breakfast included; Fitness center,180,99,Fairfield Inn & Suites New York Manhattan/Times Square,3,Times Square,8.0,2088,King Room (1 king bed),0,1,Free WiFi; Breakfast included; Fitness center,202,101,Fairfield Inn & Suites New York Brooklyn,3,Brooklyn,7.9,1263,King Room (1 king bed),0,1,Free WiFi; Breakfast included; Fitness center,145,158,The James New York NoMad,4,NoMad,8.3,747,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant; Rooftop bar; Fitness center,268
56,fiveopt,56,1,19,Romer Hell's Kitchen,3,Hell's Kitchen,8.2,647,Studio King (1 king bed),0,0,Free WiFi; Fitness center,194,32,Executive Hotel Le Soleil New York,4,Midtown,8.5,1766,Deluxe Queen (1 queen bed),1,0,Free WiFi; Fitness center; Restaurant,379,82,DoubleTree by Hilton New York Midtown Fifth Ave,4,Midtown,7.9,1817,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center,270,84,Holiday Inn NYC - Lower East Side,3,Lower East Side,7.8,1610,King Room (1 king bed),1,0,Free WiFi; Fitness center,136,108,W New York - Times Square,4,Times Square,7.8,2618,Wonderful King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,309
57,fiveopt,57,1,71,Hampton Inn Manhattan-35th St/Empire State Bldg,3,Midtown,8.4,2177,King Room (1 king bed),1,1,Free WiFi; Breakfast included; Fitness center,215,90,InterContinental New York Times Square,5,Times Square,8.3,2808,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,508,109,W New York - Union Square,4,Union Square,8.3,1550,Spectacular King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,273,127,Days Inn by Wyndham NYC Midtown 45,2,Midtown,6.6,2153,Queen Room (1 queen bed),0,0,Free WiFi,108,129,Best Western Plus Hospitality House Suites,3,Midtown East,7.9,1269,One-Bedroom Suite (1 king bed),1,0,Free WiFi; Kitchen; Fitness center,187
58,fiveopt,58,1,20,SpringHill Suites by Marriott Midtown Manhattan,3,Midtown,8.2,3474,Suite (1 king bed),0,0,Free WiFi; Breakfast; Fitness center,197,27,citizenM New York Bowery,4,Lower East Side,8.8,3309,citizenM King Room (1 king bed),1,0,Free WiFi; Rain shower; Rooftop bar; Smart TV,242,43,Arlo NoMad,4,NoMad,8.3,2429,King Room (1 king bed),0,0,Free WiFi; Rooftop bar; Restaurant,235,117,Hyatt Centric Times Square New York,4,Times Square,8.1,2106,Queen Room (1 queen bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,240,146,Mandarin Oriental New York,5,Upper West Side,9.0,1045,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,795
59,fiveopt,59,1,81,DoubleTree by Hilton NYC Financial District,4,Financial District,7.9,2118,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center,297,96,Courtyard by Marriott New York Manhattan/SoHo,3,SoHo,8.3,1365,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant,232,98,Courtyard by Marriott New York Manhattan/Upper East Side,3,Upper East Side,8.2,1318,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant,236,104,Residence Inn New York Manhattan/Midtown East,3,Midtown East,8.1,1510,One-Bedroom Suite (1 king bed),1,1,Free WiFi; Breakfast included; Kitchen; Fitness center,356,133,HI New York City Hostel,1,Upper West Side,7.0,2897,Private Room (1 double bed),0,0,Free WiFi; Shared kitchen; Lounge,45
60,fiveopt,60,1,18,The Lucerne Hotel,3,Upper West Side,8.4,2285,Deluxe King (1 king bed),0,0,Free WiFi; Restaurant; Fitness center,148,29,Park Central Hotel New York,4,Midtown,7.6,3755,Superior King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,177,104,Residence Inn New York Manhattan/Midtown East,3,Midtown East,8.2,1366,Studio Suite (1 king bed),0,1,Free WiFi; Breakfast included; Kitchen; Fitness center,195,108,W New York - Times Square,4,Times Square,7.6,2729,Wonderful King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,347,136,The Bowery Hotel,4,East Village,9.0,859,King Room (1 king bed),0,0,Free WiFi; Restaurant; Bar; Fireplace lounge,311
61,fiveopt,61,1,108,W New York - Times Square,4,Times Square,7.9,2722,Wonderful King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,279,109,W New York - Union Square,4,Union Square,8.1,1491,Spectacular King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,286,121,Hyatt Regency Times Square,4,Times Square,7.7,2594,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant; Bar,343,167,Paper Factory Hotel,3,"Long Island City, Queens",8.4,573,King Room (1 king bed),1,0,Free WiFi; Bar; Restaurant,183,178,Loews Regency Hotel New York,5,Upper East Side,8.8,1070,Deluxe King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,430
62,fiveopt,62,1,48,Kimpton Theta New York,4,Times Square,8.1,746,Deluxe King (1 king bed),1,0,Free WiFi; Wine hour; Fitness center,242,85,Holiday Inn New York City - Wall Street,3,Financial District,7.6,2158,Double Room (2 double beds),1,1,Free WiFi; Fitness center,140,151,The St. Regis New York,5,Midtown,9.2,1076,Grand Deluxe King (1 king bed),1,1,Free WiFi; Butler service; Restaurant; Bar; Fitness center,990,165,Hotel Le Bleu,3,"Park Slope, Brooklyn",8.0,487,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant,112,174,Moxy NYC Chelsea,3,Chelsea,8.3,1494,King Room (1 king bed),0,0,Free WiFi; Rooftop bar; Restaurant,200
63,fiveopt,63,1,9,MOXY NYC Times Square,3,Times Square,7.8,4642,King Room (1 king bed),1,0,Free WiFi; Fitness center; Bar,172,58,The New York EDITION,5,Midtown,8.0,1490,Superior King (1 king bed),0,1,Free WiFi; Spa; Restaurant; Fitness center,323,87,Holiday Inn Express Manhattan Times Square,3,Times Square,7.8,2461,King Room (1 king bed),1,1,Free WiFi; Breakfast included; Fitness center,272,152,Arlo Midtown,3,Times Square,7.9,1668,King Room (1 king bed),0,0,Free WiFi; Rooftop bar; Restaurant,230,156,The Hoxton Williamsburg,4,"Williamsburg, Brooklyn",8.3,937,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant; Rooftop bar,345
64,fiveopt,64,1,85,Holiday Inn New York City - Wall Street,3,Financial District,7.6,1923,King Room (1 king bed),1,0,Free WiFi; Fitness center,147,87,Holiday Inn Express Manhattan Times Square,3,Times Square,7.8,2438,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,250,108,W New York - Times Square,4,Times Square,7.9,2560,Spectacular King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,435,114,Sheraton Brooklyn New York Hotel,4,Downtown Brooklyn,7.7,1443,Double Room (2 double beds),1,0,Free WiFi; Restaurant; Fitness center; Pool,299,179,"The Ritz-Carlton New York, NoMad",5,NoMad,8.8,374,Premier King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,1233
65,fiveopt,65,1,4,Radio Hotel,2,Washington Heights,8.3,1245,Standard King (1 king bed),0,0,Free WiFi; Restaurant; Bar,128,7,voco Times Square South,3,Hell's Kitchen,7.8,1292,Standard Queen (1 queen bed),0,0,Free WiFi; Restaurant; Fitness center,157,83,Holiday Inn New York City - Times Square,3,Times Square,7.5,3567,King Room (1 king bed),0,0,Free WiFi; Fitness center,232,107,AC Hotel New York Downtown,4,Financial District,8.2,1241,King Room (1 king bed),1,1,Free WiFi; Fitness center; Restaurant; Bar,285,130,The Jane Hotel,2,West Village,7.1,2598,Standard Cabin (1 twin bed),0,0,Free WiFi; Bar; Ballroom,125
66,fiveopt,66,1,31,New Yorker by Lotte Hotels,4,Midtown,8.9,14644,Superior King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,378,53,The Ned NoMad,4,NoMad,8.5,890,Medium Room (1 king bed),1,0,Free WiFi; Restaurant; Rooftop pool; Members club,402,127,Days Inn by Wyndham NYC Midtown 45,2,Midtown,6.6,2077,King Room (1 king bed),0,0,Free WiFi,116,143,1 Hotel Brooklyn Bridge,4,Brooklyn Heights,8.4,1808,King Room (1 king bed),1,0,Free WiFi; Rooftop pool; Restaurant; Spa,550,171,New York Marriott Marquis,4,Times Square,7.9,8915,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar; Fitness center; Theater,472
67,fiveopt,67,1,14,Margaritaville Resort Times Square,3,Midtown West,7.5,2335,Standard King (1 king bed),0,0,Free WiFi; Pool; Bar; Restaurant,98,67,Equinox Hotel New York,5,Hudson Yards,8.8,871,Premium King (1 king bed),0,0,Free WiFi; Rooftop pool; Spa; Fitness center; Restaurant,695,92,Kimpton Hotel Eventi,4,Chelsea,8.7,1784,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center; Wine hour,214,144,1 Hotel Central Park,5,Midtown,8.8,1153,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant; Spa; Fitness center,531,147,"The Pierre, A Taj Hotel",5,Upper East Side,8.6,1435,Superior King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,588
68,fiveopt,68,1,44,CIVILIAN Hotel,4,Midtown West,8.9,1448,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar,285,99,Fairfield Inn & Suites New York Manhattan/Times Square,3,Times Square,8.0,2118,Double Room (2 double beds),1,1,Free WiFi; Breakfast included; Fitness center,170,103,Residence Inn New York Manhattan/Times Square,3,Times Square,8.2,1916,Studio Suite (1 king bed),1,0,Free WiFi; Breakfast included; Kitchen; Fitness center,389,141,The Greenwich Hotel,5,TriBeCa,9.5,490,King Room (1 king bed),0,0,Free WiFi; Restaurant; Spa; Pool; Fitness center,1153,148,"The Carlyle, A Rosewood Hotel",5,Upper East Side,9.1,589,Deluxe King (1 king bed),1,0,Free WiFi; Spa; Restaurant; Live jazz; Fitness center,973
